exploration_rate,exploration_decay,min_exploration_rate,mean_final_nmi,std_final_nmi,mean_reward,std_reward
0.8982714934301166,0.591717394933082,0.03898455001363848,0.33096077863847273,0.24356331735680406,0.7030675,0.1526490966031244
0.7984250789732436,0.7229163764267956,0.004998745790900146,0.3118970254449277,0.23744330496779992,0.6959075,0.16585564564931154
0.7296244459829336,0.666854305569511,0.007143340896097041,0.3289706602250037,0.23460837077457927,0.7204600000000001,0.1753192328297155
0.8254442364744266,0.5282057895135501,0.036099938613341244,0.3320313445571751,0.2416004828396238,0.7056225,0.15462114584929837
0.9692763545078752,0.5003893829205072,0.04961057796456089,0.35361486092983535,0.2337471883159267,0.7088524999999999,0.15146987157104874
0.8087407548138583,0.8058265802441404,0.0003533152609858704,0.3190326551370566,0.31854934066418533,0.41583,0.12155672996588877
0.5115312125207079,0.7623873301291946,0.01999304858576278,0.3551301444398686,0.24836492955784648,0.7327075,0.17464706752118683
0.5233328316068078,0.9868777594207296,0.011638567021515216,0.458930697047244,0.33290839182455323,0.7471075,0.17422509059762317
0.5453032172664104,0.8091930046665436,0.019123099563358142,0.3570179470557051,0.23962898080542336,0.7219475,0.1619247618301475
0.9916154429033942,0.7333814466239901,0.042997020336816044,0.353159095043183,0.23828424609004875,0.7278049999999999,0.1555456347024885
0.5,1.0,0.03867912751643734,0.05915693706934962,0.05180529650560231,0.4334,0.0521607371496991
0.5,0.9911087810420381,0.0007705221714565698,0.4706145167603393,0.3303492310976142,0.7238225,0.17030430776627467
0.5,0.5,0.006591223604252006,0.28353499792029246,0.22196020326259724,0.7029775,0.17150154006232715
0.5,1.0,0.0060683486143697455,0.05426047263132105,0.04413292510930297,0.42738,0.055081830942698334
0.7233263823032122,0.9893446677005926,0.03809912178319291,0.42805500149349074,0.30364185302846397,0.7358525,0.17064711979330327
0.5,0.9892860182391208,0.04617210003195926,0.3602763697668055,0.2793688968878738,0.6988249999999999,0.1561997339146261
0.8447284363860521,0.9889419555283221,0.0,0.4745873812599375,0.3084496815133069,0.7333725,0.1589071033457913
0.9374837534136751,0.9827082330033693,0.0,0.48851369723205756,0.3599370299919375,0.7133149999999999,0.17412100899948862
0.5943383063982526,0.9791917301962307,0.0,0.5148731159857892,0.3425685647069105,0.6369600000000001,0.1608410811950728
0.9704477154703017,0.97792744668956,0.047805361203929544,0.3837025338489182,0.2878184828652632,0.7154900000000001,0.16689923576817242
0.5809419683574497,0.9747679756711791,0.0,0.424919895464718,0.36138292202246036,0.5700025,0.14051890884770632
0.7366794004713072,0.8218432385278939,0.04910311505563072,0.3222107773869496,0.2408841232522973,0.6907099999999999,0.15455331086715676
0.7573793036484824,0.959191302088567,0.0,0.49471009255091575,0.34121633755702657,0.5408575,0.13422986233975656
0.7016797176577045,0.9546431360720515,0.0005286597817259784,0.5030755020861083,0.3492134239679608,0.6025725,0.16508860043549342
0.5215788851134887,0.9564614394000994,0.05,0.340035925584371,0.25090603394711475,0.6999150000000001,0.1552194664821394
0.973356448661794,0.9493477021218053,0.0,0.517605632054218,0.33997847558414246,0.55212,0.16042157149211575
0.6144871923629351,0.9445354487718851,0.0,0.4580901268799275,0.36484972524706766,0.471345,0.13990880413683765
0.6284667075506263,0.9514445683506507,0.0,0.42074732686629096,0.33147098793761764,0.4958175,0.12112844605521032
1.0,0.954941275892802,0.0,0.5012997569439563,0.33491913895078146,0.5749724999999999,0.15348020391486975
1.0,0.9457742910649929,0.04575089672993113,0.43014162506045284,0.28872677535951985,0.7458875,0.17073074882325678
1.0,0.9356860039494178,0.0,0.5155982779980745,0.3527825276511032,0.5076525,0.1363109881621801
1.0,0.9301408770800412,0.0,0.47117437353471053,0.3381979122965953,0.48377,0.13871436335145687
1.0,0.9349850752086821,0.05,0.3516580963451652,0.26170021854877196,0.7160225,0.16729617671587715
1.0,0.9398748245509452,0.0,0.43804683637203823,0.34120265134712074,0.5141675,0.14611628312323716
0.6677342460628741,0.9193901825749766,0.0,0.40039239431411894,0.33596515562411505,0.4042175,0.1179323172152146
0.9310302680018779,0.8960521031460706,0.00017098154080925378,0.44561665456853744,0.3486536744968177,0.45653999999999995,0.13309861344131274
0.8064805024795858,0.8862830765625038,0.006052216590145836,0.39162665189520446,0.3081862938789451,0.7154824999999999,0.18287329204602296
0.6052050059261775,0.9033153844316121,0.05,0.3483297955671217,0.2501949147454077,0.7134725000000001,0.16318071422122774
0.9913016906904132,1.0,0.0021999651174287103,8.398737093016334e-05,8.73767728969927e-05,0.25205500000000003,0.009716582475335665
0.9731589586020551,0.9644824745360433,0.0,0.4580084168077058,0.3337522136198618,0.59521,0.14044847240180294
0.9778715685080102,0.62906198642445,0.04915755119211299,0.31412013606410716,0.22588590409760945,0.6856675,0.14397498287462998
0.909033121290488,0.8593094744935166,0.0022822156521089933,0.36494583494280003,0.2768468300076263,0.6187975,0.1496168364314324
0.7034468791266856,0.5598255829601495,0.0012218711496686599,0.20380114642604974,0.2562813901829878,0.4838525,0.11495881651160993
0.7843823121019692,0.6943874169692063,0.048583776816321624,0.3205713750368499,0.24912333706178183,0.692415,0.16004241711183945
0.5853925064358696,0.7823107132974629,0.05,0.32246333529386034,0.24720977147075998,0.6843725,0.16099707293534873
0.6160684804011591,0.8433349712958945,0.05,0.35201188476633677,0.2547204825521012,0.7168350000000001,0.1616237692141846
0.5311462830183835,0.8735428070736769,0.05,0.31027378780521403,0.2361331575626648,0.681095,0.15154275296100436
0.5391091182077246,0.9337481391277219,0.0,0.351389809000214,0.3303520409852449,0.41951499999999997,0.11641741611545929
0.5,0.9821983209968597,0.0,0.46410778247997864,0.3463567151649496,0.613845,0.15469719931207546
1.0,0.957783338949679,0.0,0.46014337544727313,0.35433373826443854,0.563715,0.14347521136070857
0.5,0.6100115167618847,0.0,0.13962644839167657,0.23991051955638432,0.2797225,0.062378195258840245
1.0,1.0,0.0003850819821713344,6.89567022617692e-05,6.694769574779475e-05,0.24997,0.009516911263640114
1.0,0.9467958069274709,0.0,0.44473330335545813,0.33662647106176424,0.5265325,0.14219726682939443
0.5,0.6485351511955415,0.05,0.3483000940907585,0.23398071966271503,0.7135525000000001,0.1478915007488598
1.0,0.7476865880488688,0.0,0.288341280172525,0.3225593724191969,0.33381249999999996,0.10267223867117148
1.0,0.8926823401028774,0.05,0.33112700558262004,0.24788522082192427,0.6953174999999999,0.16409596412998706
1.0,0.9792031171072824,0.0,0.476147397739593,0.3340986273794757,0.6895175,0.1630265114751279
1.0,0.9514718898911518,0.0,0.4484196903651677,0.3189009130024869,0.5606525000000001,0.13355625404207022
1.0,0.5141906310577408,0.05,0.3774037699969059,0.24170548556558158,0.7254275,0.16292273780461092
0.5526973350392969,0.5780480475833086,0.05,0.34575039179289435,0.2299122171423298,0.709215,0.1512544339019521
0.742497162312205,0.6811280197968612,0.0,0.21780761989964362,0.279476557507842,0.3163975,0.07986371669131108
0.5,0.708714464984293,0.05,0.3490109847211247,0.24146703528337396,0.703885,0.15459858270695756
1.0,0.9235610222220844,0.05,0.3388810262600462,0.24634754889820987,0.7039650000000001,0.16199143117770148
1.0,0.9089043289297362,0.0,0.4073156633660527,0.3384547942365949,0.44058749999999997,0.12615726730454332
1.0,0.9855054087815717,0.0,0.4470953402213368,0.32537096106875546,0.710085,0.1644315595468218
0.9716683020071151,0.5421797293164803,0.05,0.35308754699387096,0.232859852289212,0.7096775,0.1491588909309465
0.5,0.8335069683357395,0.0,0.2534718885528698,0.30627132881591757,0.3158925,0.08200281820614459
0.9235891974721018,0.6400775793187928,0.0,0.21686345534824292,0.2845130300540552,0.3122275,0.07639587353875864
0.5,0.795465351160489,0.05,0.3598999916853296,0.25076754933938344,0.7205175,0.16033287543030594
1.0,0.7724567472576394,0.0,0.3341817742130179,0.348415037837058,0.3417475,0.09888728428746539
0.5,0.9617949406891233,0.0,0.44039080647143863,0.3711479164654953,0.49440000000000006,0.14053451533342265
1.0,0.6581831709723756,0.05,0.3618013181230731,0.2519346968862765,0.7235475,0.15525214650287447
0.5,0.8536395313681722,0.05,0.3571185676714279,0.2460920145776861,0.71737,0.1577446769307922
1.0,0.9670860269376513,0.05,0.4159935210968356,0.2810584851628634,0.7326975000000001,0.1707715645057748
0.5,0.518190181029636,0.0,0.14940204830190343,0.23341415678842226,0.2817625,0.06130452547528609
0.5,0.9008685881395306,0.0,0.3423050705526142,0.3013485330641194,0.376185,0.10772242466172027
1.0,0.9703952826670763,0.0,0.5175771339628785,0.3492307678372783,0.6430425000000001,0.16119843188986052
1.0,0.9719639072745073,0.0,0.5042810815703958,0.3513990898848401,0.6480724999999999,0.15454164808798304
1.0,0.9691881676543463,0.0,0.48888106682872445,0.341543932498042,0.6283225000000001,0.1467227904715215
1.0,0.7045053786986768,0.0,0.31220549755285276,0.31320052528550035,0.3231675,0.09567800527681375
1.0,0.9747089772623589,0.0,0.4682781873312241,0.3288929115778519,0.6640225000000001,0.1574623946971149
1.0,0.7899459088716612,0.0,0.351254831668973,0.3311473308629666,0.35459,0.0979830949705101
0.5,0.9857061403208645,0.0,0.4621670403013377,0.3155174365517724,0.66511,0.1544341377416276
0.5,0.9687439892105834,0.0,0.4515694306492537,0.3194478749202756,0.5104025,0.12985722638247746
1.0,0.5821271761755401,0.0,0.2327614262211078,0.3075667274803498,0.30720749999999997,0.08480442614480685
1.0,0.8484947652370037,0.0,0.3558699593514643,0.3421861659056049,0.365135,0.10533807134649847
1.0,0.8743122797606602,0.0,0.4147697216650525,0.3605972362870487,0.40252750000000004,0.12383041021392928
0.5,0.7502778620099064,0.05,0.32298558070836214,0.23083582405008457,0.7047999999999999,0.147398838190808
1.0,0.9663562326413866,0.0,0.47973560848144214,0.34288111934694343,0.6203375,0.13270718648117744
0.5,0.5401103744731599,0.0,0.12737177692419502,0.23946703198344985,0.28547249999999996,0.06271134661088056
0.5,0.9834595528207094,0.0,0.4252555981813655,0.32970230224654445,0.619285,0.15537188862532372
0.5,0.6697849121146485,0.05,0.33598317544994183,0.24302794449628207,0.7024549999999999,0.1490401052569408
1.0,0.8058410368998232,0.05,0.35753712791058945,0.2281421209446546,0.7249774999999999,0.14551252778970614
0.6034361658356838,1.0,0.00039294843697715656,0.03129318025438808,0.02520755298180414,0.38161249999999997,0.031045951326219654
1.0,0.7658722388728596,0.05,0.34107428010944246,0.2518161039050552,0.7131325000000001,0.16493795407288767
1.0,0.9604092331675672,0.0,0.47750778947014255,0.3519963813968677,0.6039249999999999,0.16077412532805146
1.0,0.7192154084819489,0.05,0.3426480989100915,0.2510299900867751,0.7090675000000001,0.16217696104487223
1.0,0.9796345202359401,0.0,0.5168802685961651,0.3314964131126598,0.7049825000000002,0.15168891997687242
1.0,0.9804792462617846,0.0,0.46039516594773855,0.35189241120337517,0.6865625,0.1657921359526742
0.5,0.8686990220673219,0.0,0.27197263344362665,0.30076550500312016,0.33873000000000003,0.09430182712970094
1.0,0.8617492226021335,0.05,0.35900787471288453,0.23787926020754857,0.7153025,0.1573129118786821
1.0,0.9247496931901569,0.0,0.4735439066565023,0.33750942921664273,0.46779,0.135773030827186
0.5,0.729103102393768,0.05,0.3814344311366621,0.24962041241238764,0.7390925,0.15044807308088065
1.0,0.5655557031788547,0.05,0.3291991212771627,0.23846330785505243,0.6981274999999999,0.16016903568964258
0.5,0.6563693608970481,0.0,0.1490882462997298,0.2518563490674652,0.292775,0.06916206962634938
1.0,0.9553546855243729,0.021865782937580416,0.4407147659379382,0.2982376488889261,0.7469549999999999,0.16885316986956447
0.5,0.7359507522209842,0.0,0.19027398541144344,0.2607871278167376,0.295675,0.07605504174609333
1.0,0.9830152000851062,0.019913415399212396,0.43380799304990786,0.3208797642348442,0.7361325,0.1727668839614525
1.0,0.973032602854188,0.0,0.460538006885835,0.35210725084441896,0.6418325,0.15745674229371698
1.0,0.9280734364589625,0.0,0.3993240797640544,0.32421382863576825,0.48033249999999994,0.12322601467932816
1.0,0.9434205508549329,0.0,0.44811777132939296,0.3424651440738814,0.51354,0.1304717915873006
1.0,0.8835376714879881,0.0,0.44064980899229467,0.3491443316163394,0.421695,0.11494229845883543
1.0,0.9629042223066494,0.0,0.48435068198264064,0.32998635358846046,0.57601,0.13221127939778812
0.9851678994237543,0.6056869318204514,0.05,0.35459151700437525,0.2244712299159326,0.7179425,0.15725288691706107
0.5154705694407217,0.9794473643490975,0.03242937482643227,0.39508712904061327,0.2770611564702975,0.7224550000000001,0.15690698032592432
0.5048150793588183,0.5537388698362353,0.05,0.3354186107355625,0.24230968058514432,0.7041475000000001,0.1573138645947966
0.9770587814179682,0.677824377152205,0.048703941447535315,0.34514598518357803,0.24598524172912895,0.70796,0.16066943828868016
1.0,0.9562607539690815,0.0,0.44949623194823424,0.3593964581448768,0.554135,0.15162102187691523
0.9983551205849184,0.9119071788573203,0.045197161810266014,0.3276491502885645,0.25191595666475974,0.6972149999999999,0.15818036785581197
0.5065078141105749,0.7812300183471821,0.0011373415160810072,0.25759552184624485,0.2746833013404186,0.5048024999999999,0.12356834037790586
0.9949153284049349,0.9689451887150284,0.013979768305887106,0.41183401580573187,0.3392067428739445,0.72929,0.18202816650178072
0.9700320556685054,0.8184388884893404,0.0015766983835697806,0.36829410850520533,0.30606898491569606,0.5840099999999999,0.14251170092311718
0.9906533286033891,0.8917256146037522,0.0004447588828721484,0.4201592788617387,0.3313174133555773,0.49865499999999996,0.13721693035117785
0.9964407407168296,0.9781169720753382,0.001153318465875634,0.492982293069484,0.34418694822576307,0.7169249999999999,0.16894345762710078
0.9964410017181622,0.835872397996734,0.04800429757753105,0.3277732873521269,0.2515653068288736,0.70539,0.16414419849632214
0.5074100975471364,0.9832121961386002,0.0016071235063208292,0.4626712088697518,0.35335398296639475,0.7001475,0.16702887323379154
0.5071706894525685,0.5126393902009573,0.04882935500126524,0.3582174479387963,0.23080234191255963,0.7138725000000001,0.1529290685048137
0.5027626572936753,0.5256723062126986,0.049342467168430326,0.3412088278202329,0.24061286437741639,0.7044575000000001,0.16135723393684584
0.5186096704431125,0.6161674231809854,0.049959096491949594,0.3687333207174916,0.24557807497934703,0.7282275,0.15392018871398905
0.5063401123743625,0.5997245361134076,0.04942005284997186,0.34836411256077016,0.24126534291208176,0.7160725000000001,0.15564459031315542
0.9986717366280041,0.944225387392202,0.021555260707317454,0.4336823635527727,0.3117841615988553,0.7373075,0.1667533033968143
0.504929579462585,0.9729734540217837,0.0001994334348975058,0.4336604180305481,0.34502385531398627,0.56397,0.13585078799918682
0.9976461429984532,0.9805828477324336,0.002583111144750034,0.5106852880478,0.33592005259778335,0.75438,0.1689424845916503
0.9934634281866903,0.8500103899939427,0.04879862794719046,0.3518770174569477,0.2593109003925072,0.7179025,0.16124266415483837
0.9935053402915623,0.9826744370223315,0.003084989893602231,0.46962086635742933,0.33160836656292414,0.7337100000000001,0.17218038041542363
0.9761969281983855,0.9138533966422056,0.0003807428333479247,0.46929157197510385,0.34119095231008795,0.514595,0.13754969456527338
0.5001202350111871,0.9538419601738621,0.0011831094993934813,0.39922465971068677,0.3271375003719787,0.59198,0.15591631441257195
0.9939687901052225,0.9766352488721828,0.000666802212011164,0.471962332436416,0.3541844455710696,0.68369,0.15854729231368161
0.9810660850749378,0.9836980529512491,0.0014961337760286747,0.4641009755689427,0.34131194275373666,0.7254999999999999,0.17270779513386186
0.9990518398372233,0.8824770431885396,0.04856311740309353,0.3102888801566497,0.2425844211174508,0.6824775,0.16104584981846007
0.9955309113085549,0.9208768510594612,0.0008179793274143645,0.4403643266323106,0.32017043173112336,0.5864775,0.1389971429337668
0.9997177449916632,0.9488459648958377,0.0004562496745820045,0.4657828488489335,0.35525745906801887,0.5909675,0.13506384673090724
0.9923679934289555,0.9607829240977294,0.0003356021545512068,0.4817989060928072,0.3221567530583275,0.6270625,0.14713261821822518
0.9995451445070997,0.7907288041436829,0.04719120535440086,0.3557214859028977,0.24452231973670288,0.7226325,0.1526365902847348
0.50127784081212,0.9821522031209176,0.000349719896255657,0.45738478772721813,0.3301950462492923,0.64331,0.1522830223629673
0.9905854918474146,0.7602137130028911,0.00460124085366937,0.3213125790374509,0.24382770948360957,0.6858025000000001,0.15091050243024837
0.9898972499108126,0.9525944639741017,0.04948607146447063,0.360347128951134,0.2791602344136166,0.70863,0.16959731896465818
0.9737355962777707,0.9631418543881782,0.0005578825497869478,0.45090414924598704,0.3525318718906446,0.6349075,0.15193722451641006
0.5214204847324975,0.638394711375348,0.049188348501860935,0.3511942334561827,0.23339513294845088,0.7142975,0.15284273860327813
0.9975114805869274,0.9089601469541183,0.0005080956518433434,0.4705798934705173,0.3420121758838366,0.5372475,0.14297284705058508
0.9665328625153123,0.9818006075387091,0.00027853106078308825,0.5047138154953462,0.33351884777813073,0.7152775,0.16080400101909778
0.9940803504635142,0.9490603679246271,0.0004541659615233785,0.4574522724914054,0.32175853592040693,0.5827549999999999,0.13929195050325055
0.992495633941505,0.8975962424311946,0.001102967950676226,0.44358361193077883,0.3144001659566816,0.5746625000000001,0.12990768777770623
0.9651978422949432,0.9376843826142325,0.00016876982343992934,0.4970137025746018,0.33704374041997764,0.5223475,0.13661907075423257
0.9675648708908733,0.9363862232021816,0.00030133726167209116,0.4704080779386737,0.3471696695104001,0.53599,0.12911378663798845
0.9656011227222094,0.9784817307625975,6.274376220335999e-05,0.467932342261115,0.3363519127487226,0.6806975,0.1624227731685123
0.52894246887072,0.5016312697326024,0.04911113684470775,0.35023372203958225,0.2409196654659815,0.7159675,0.1605165340198635
0.9897289651081664,0.9055213813052901,1.7765782358603046e-05,0.45145119111164606,0.3585314388726486,0.45698,0.12945005639241722
0.9966351670046105,0.5832868055357825,0.048730965715623985,0.34078178469019976,0.24634370192094038,0.6941675,0.16596453896465352
